,data_source,#nodes in ROI,node density in ROI,% new edges,P_MWU,P_fisher,border_size,k,img_size,P_MWU_adj,P_fisher_adj
glioma_mibitof:CHOP_941_R9C4_whole_cell.tiff,glioma_mibitof,511,0.0004901956081926939,8.21917808219178,6.646069931604503e-208,4.1038445700085863e-106,0.125,10,"(1021, 1021)",1.228146532331412e-207,6.479426992991313e-106
glioma_mibitof:CHOP_941_R9C5_whole_cell.tiff,glioma_mibitof,368,0.00035371011149557864,8.668478260869565,4.139751219500441e-140,3.102400224550029e-101,0.125,10,"(1020, 1020)",6.144697271150132e-140,4.7822289739732187e-101
glioma_mibitof:CHOP_941_R9C6_whole_cell.tiff,glioma_mibitof,600,0.0005772672169947468,7.9,6.895064601165261e-239,1.8391333086126057e-134,0.125,10,"(1020, 1019)",1.4307831727202066e-238,3.3238503025446567e-134
glioma_mibitof:CHOP_941_R9C7_whole_cell.tiff,glioma_mibitof,233,0.0002237329799696568,7.854077253218884,4.474900459979589e-82,3.0405767211937964e-59,0.125,10,"(1021, 1020)",5.366787302809623e-82,3.872643189350826e-59
glioma_mibitof:CoH_C001_R1C1_whole_cell.tiff,glioma_mibitof,397,9.530263628216974e-05,5.717884130982368,9.44963857150619e-103,4.844856995401848e-70,0.125,10,"(2043, 2039)",1.23065976892468e-102,6.499350685841912e-70
glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,glioma_mibitof,1016,0.00024342063493014234,4.931102362204724,3.24358488264964e-262,3.04627040915587e-156,0.125,10,"(2045, 2041)",7.298065985961689e-262,6.059555724709416e-156
glioma_mibitof:CoH_C001_R2C2_whole_cell.tiff,glioma_mibitof,950,0.00022783063981558668,4.684210526315789,6.547238645155544e-206,3.436750831670568e-129,0.125,10,"(2042, 2042)",1.2020591586608327e-205,6.046745266088554e-129
glioma_mibitof:CoH_C001_R3C1_whole_cell.tiff,glioma_mibitof,403,9.688524747809865e-05,9.280397022332506,1.071186555136017e-164,8.804409313931139e-89,0.125,10,"(2040, 2039)",1.7387295279052918e-164,1.285468456634266e-88
glioma_mibitof:CoH_C001_R3C2_whole_cell.tiff,glioma_mibitof,2599,0.0006229918759366452,2.9011158137745285,0.0,1.990432525313338e-269,0.125,10,"(2044, 2041)",0.0,6.801007414172379e-269
glioma_mibitof:CoH_C001_R4C1_whole_cell.tiff,glioma_mibitof,1301,0.0003115503521405018,4.173712528823981,1.6713761156091215e-283,9.751172862731433e-182,0.125,10,"(2045, 2042)",4.119737655128087e-283,2.2051348914055224e-181
glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,glioma_mibitof,238,0.00022898310335604563,9.789915966386555,1.1332838140907697e-119,1.5501480945312163e-82,0.125,10,"(1021, 1018)",1.5605138233710203e-119,2.2075296394076556e-82
glioma_mibitof:CoH_C001_R5C2_whole_cell.tiff,glioma_mibitof,1943,0.0004655175594517195,3.3401955738548637,1.0725637711605266e-301,3.1684139441564612e-180,0.125,10,"(2043, 2043)",2.8219179926995157e-301,7.088077899427384e-180
glioma_mibitof:CoH_C001_R6C1_whole_cell.tiff,glioma_mibitof,1883,0.00045180556668606976,3.6165693043016462,0.0,1.625223785922023e-222,0.125,10,"(2041, 2042)",0.0,4.5561704519160485e-222
glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,glioma_mibitof,2609,0.0006253889204766092,2.5718666155615177,0.0,6.747623670731459e-190,0.125,10,"(2044, 2041)",0.0,1.620986824899565e-189
glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,glioma_mibitof,533,0.00012795029863071574,7.429643527204504,3.826561219520877e-175,2.1885308816154135e-111,0.125,10,"(2042, 2040)",6.407694739176247e-175,3.5303625740108145e-111
glioma_mibitof:CoH_C001_R98C2_whole_cell.tiff,glioma_mibitof,1371,0.00032847379001971563,4.347191830780452,9.777451528221452e-279,1.2160127403248721e-169,0.125,10,"(2043, 2043)",2.359735790002751e-278,2.58516527435982e-169
glioma_mibitof:CoH_C001_R98C3_whole_cell.tiff,glioma_mibitof,5601,0.001342584003187109,2.401356900553473,0.0,0.0,0.125,10,"(2042, 2043)",0.0,0.0
glioma_mibitof:CoH_C001_R99C1_whole_cell.tiff,glioma_mibitof,5461,0.0013083849723324855,2.2450100714154915,0.0,0.0,0.125,10,"(2044, 2042)",0.0,0.0
glioma_mibitof:CoH_C001_R99C2_whole_cell.tiff,glioma_mibitof,6810,0.0016396173937161965,2.1776798825256973,0.0,0.0,0.125,10,"(2044, 2032)",0.0,0.0
glioma_mibitof:CoH_C001_R99C3_whole_cell.tiff,glioma_mibitof,5349,0.0012809239319407685,2.301364741073098,0.0,0.0,0.125,10,"(2043, 2044)",0.0,0.0
glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,glioma_mibitof,359,8.618038683230906e-05,7.855153203342619,9.115563310647628e-136,3.276704505057654e-105,0.125,10,"(2041, 2041)",1.3358941444933149e-135,5.147458837673568e-105
glioma_mibitof:Stanford_TA550_R10C2_whole_cell.tiff,glioma_mibitof,3706,0.0008883442806304991,2.773880194279547,0.0,0.0,0.125,10,"(2043, 2042)",0.0,0.0
glioma_mibitof:Stanford_TA550_R10C3_whole_cell.tiff,glioma_mibitof,2799,0.0006696204288058795,2.282958199356913,0.0,5.480632334814849e-241,0.125,10,"(2045, 2044)",0.0,1.6682275615620637e-240
glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,glioma_mibitof,1131,0.00027070783276718455,4.297082228116711,1.8201761053188826e-256,2.3573834406294953e-139,0.125,10,"(2044, 2044)",4.000288512956277e-256,4.361438675998764e-139
glioma_mibitof:Stanford_TA550_R10C5_whole_cell.tiff,glioma_mibitof,2497,0.0005982489060454525,3.4921906287545053,0.0,1.0878e-319,0.125,10,"(2044, 2042)",0.0,4.9092e-319
glioma_mibitof:Stanford_TA550_R11C1_whole_cell.tiff,glioma_mibitof,1896,0.0004544794268956898,3.2225738396624473,0.0,3.826132588898284e-206,0.125,10,"(2042, 2043)",0.0,9.907970211550034e-206
glioma_mibitof:Stanford_TA550_R11C2_whole_cell.tiff,glioma_mibitof,1281,0.0003070614055693892,3.5050741608118656,5.9716437433909414e-192,1.041955282057216e-128,0.125,10,"(2044, 2041)",1.0442017587127608e-191,1.831190965596334e-128
glioma_mibitof:Stanford_TA550_R11C3_whole_cell.tiff,glioma_mibitof,1104,0.00026463371721202627,2.309782608695652,1.2767167876568845e-123,2.9127952514551166e-83,0.125,10,"(2044, 2041)",1.7839760751017672e-123,4.167045153593371e-83
glioma_mibitof:Stanford_TA550_R11C4_whole_cell.tiff,glioma_mibitof,1503,0.00035992310145952053,3.3732534930139724,3.325071762013023e-229,3.8399451449302306e-164,0.125,10,"(2043, 2044)",6.652273614840917e-229,7.968205108051235e-164
glioma_mibitof:Stanford_TA550_R11C5_whole_cell.tiff,glioma_mibitof,5594,0.0013376298175237636,2.2452627815516624,0.0,0.0,0.125,10,"(2044, 2046)",0.0,0.0
glioma_mibitof:Stanford_TA550_R1C1_whole_cell.tiff,glioma_mibitof,157,0.00015075569894951125,12.292993630573248,8.585765464157096e-101,2.2811002074908158e-55,0.125,10,"(1021, 1020)",1.1112037109226113e-100,2.839328795533606e-55
glioma_mibitof:Stanford_TA550_R1C2_whole_cell.tiff,glioma_mibitof,331,7.945881584759271e-05,7.9154078549848945,3.160166933559141e-137,1.1246368912656084e-93,0.125,10,"(2042, 2040)",4.653088794674775e-137,1.678891496855877e-93
glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,glioma_mibitof,1539,0.0003689051547004605,4.015594541910331,2.451219146213412e-288,7.643621460650825e-185,0.125,10,"(2044, 2041)",6.158614154162901e-288,1.761699617831183e-184
glioma_mibitof:Stanford_TA550_R1C4_whole_cell.tiff,glioma_mibitof,1029,0.0002465350327719091,5.0826044703595725,7.608125907998207e-256,2.42625199946723e-150,0.125,10,"(2043, 2043)",1.670898538022391e-255,4.7004869691911656e-150
glioma_mibitof:Stanford_TA550_R2C1_whole_cell.tiff,glioma_mibitof,363,8.718332997089086e-05,6.528925619834711,2.7078590093916907e-110,1.105076075025737e-62,0.125,10,"(2040, 2041)",3.6232406539546914e-110,1.4349906787132543e-62
glioma_mibitof:Stanford_TA550_R2C2_whole_cell.tiff,glioma_mibitof,525,0.0001259680948009488,6.533333333333332,5.590636974507406e-122,2.6197194999474084e-109,0.125,10,"(2042, 2041)",7.763254455930026e-122,4.191282786032662e-109
glioma_mibitof:Stanford_TA550_R2C3_whole_cell.tiff,glioma_mibitof,2086,0.000500268240664997,3.2790028763183128,0.0,1.6751096613774071e-226,0.125,10,"(2043, 2041)",0.0,4.7862465438990325e-226
glioma_mibitof:Stanford_TA550_R2C4_whole_cell.tiff,glioma_mibitof,240,0.0002556751902383212,9.791666666666666,7.366443539593599e-118,3.213141294692135e-70,0.125,10,"(923, 1017)",1.0094516531000794e-117,4.3159743068058226e-70
glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,glioma_mibitof,688,0.00016507826821379555,5.566860465116279,7.782819262336464e-207,2.5323608716029475e-129,0.125,10,"(2043, 2040)",1.433967230458807e-206,4.4605544286610296e-129
glioma_mibitof:Stanford_TA550_R3C2_whole_cell.tiff,glioma_mibitof,461,0.00011077472865598054,7.006507592190888,2.1121087300283085e-158,6.138813544411734e-88,0.125,10,"(2041, 2039)",3.351684737743093e-158,8.941937826118398e-88
